pid, bhid, bhhsize, bage, doby, bsex, race, racel, yr2uk4, bmastat, bnchild, bnkids, bnch02, bnch34, bnch511, bnch1215, bjbstat, degree, resp_sec_5cat_b, parent_sec_5cat_b, bvote1, bvote2, bvote4, bvote5, bvote6, bvote7, bvote8, borgm, borgma, borgmb, borgmj, borgaf, borgmg, 
61485025, 1490404, 3, 39, 1952, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, VII/IIIb, IV, yes, inapplic, labour, fairly s, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
46236175, 1490404, 3, 19, 1973, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, VII/IIIb, V/VI, yes, inapplic, labour, not at  a, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
47884243, 23230369, 3, 59, 1933, female, white, inapplic, inapplic, divorced, 0, none, none, none, none, none, family c, 0, VII/IIIb, I, yes, inapplic, labour, very str, not very, can't vo, labour, yes, not ment, not ment, not ment, active r, not ment, 
91845203, 23230369, 3, 36, 1956, male, white, white ir, inapplic, separate, 0, none, none, none, none, none, self-emp, 1, IV, IV, yes, inapplic, labour, fairly s, very int, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
12185609, 23230369, 3, 29, 1963, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, unemploy, 1, II/IIIa, II/IIIa, no, no, none, not at  a, not at a, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
54375761, 55490649, 4, 26, 1965, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, V/VI, V/VI, no, no, none, not at  a, not at a, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
82275969, 55490649, 4, 22, 1969, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, V/VI, VII/IIIb, no, no, none, not at  a, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
42556055, 55490649, 4, 21, 1970, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, employed, 0, V/VI, VII/IIIb, no, no, none, not at  a, not very, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
19566108, 55490649, 4, 21, 1971, female, white, white br, inapplic, married, 0, none, none, none, none, none, ft studt, 0, VII/IIIb, VII/IIIb, yes, inapplic, conserva, not at  a, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
98884597, 350236, 3, 48, 1944, female, black-ca, mix w &, 1960, never ma, 0, none, none, none, none, none, employed, 1, VII/IIIb, IV, no, no, none, not at  a, not at a, no, lib dem, yes, not ment, member t, not ment, not ment, not ment, 
79366139, 350236, 3, 20, 1972, female, black-ot, inapplic, inapplic, never ma, 0, none, none, none, none, none, employed, 0, II/IIIa, IV, no, no, none, not at  a, not at a, no, green pa, yes, not ment, member t, not ment, not ment, not ment, 
91305590, 18150018, 1, 28, 1963, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, no, no, none, not at  a, not very, yes, inapplic, yes, not ment, not ment, member s, not ment, not ment, 
75585977, 97410712, 4, 23, 1969, male, white, white br, inapplic, married, 2, 2, 2, 1, 1, none, unemploy, 0, VII/IIIb, V/VI, yes, inapplic, lib dem, not very, fairly i, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
8236103, 97410712, 4, 21, 1971, female, white, white br, inapplic, married, 2, 2, 1, 2, 1, none, family c, 0, VII/IIIb, V/VI, yes, inapplic, lib dem, not very, not very, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
51225765, 16011009, 4, 26, 1965, male, white, inapplic, inapplic, living a, 2, 2, 2, 1, 1, none, unemploy, 0, V/VI, V/VI, no, no, none, not at  a, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
25875787, 16011009, 4, 25, 1966, female, white, white br, inapplic, living a, 2, 2, 2, 1, 1, none, family c, 0, VII/IIIb, V/VI, yes, inapplic, labour, not very, not at a, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
98705181, 57841234, 4, 37, 1955, male, white, white br, inapplic, married, 2, 2, 2, none, none, 2, employed, 0, II/IIIa, VII/IIIb, no, yes, labour, fairly s, not at a, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
90735226, 57841234, 4, 35, 1956, male, white, white br, inapplic, married, 2, 2, 2, none, none, 2, employed, 0, I, II/IIIa, yes, inapplic, labour, fairly s, fairly i, can't vo, labour, yes, not ment, member t, member s, active r, not ment, 
6704558, 26960531, 3, 49, 1943, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, self-emp, 0, II/IIIa, V/VI, no, no, none, not at  a, fairly i, can't vo, other pa, yes, not ment, not ment, not ment, not ment, not ment, 
5964599, 26960531, 3, 48, 1944, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, V/VI, no, no, none, not at  a, fairly i, can't vo, other pa, yes, not ment, not ment, not ment, not ment, not ment, 
21955998, 26960531, 3, 23, 1969, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, II/IIIa, VII/IIIb, no, no, none, not at  a, fairly i, can't vo, plaid cy, yes, not ment, not ment, not ment, not ment, not ment, 
1275611, 66530306, 3, 29, 1963, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, yes, inapplic, conserva, not very, fairly i, can't vo, inapplic, yes, not ment, member t, member s, not ment, not ment, 
42615921, 66530306, 3, 24, 1968, male, white, white br, 1990, married, 0, none, none, none, none, none, employed, 0, V/VI, V/VI, no, yes, conserva, not very, fairly i, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
87345933, 66530306, 3, 24, 1968, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, VII/IIIb, no, yes, conserva, not very, fairly i, can't vo, inapplic, yes, not ment, member t, not ment, not ment, not ment, 
9803634, 86010609, 1, 87, 1904, female, white, inapplic, 1906, never ma, 0, none, none, none, none, none, retired, 0, VII/IIIb, II/IIIa, yes, inapplic, conserva, fairly s, fairly i, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
9414273, 48441208, 4, 58, 1934, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, self-emp, 1, I, II/IIIa, no, yes, lib dem, not very, not at a, no, lib dem, yes, not ment, not ment, not ment, active r, not ment, 
12864483, 48441208, 4, 51, 1941, female, white, inapplic, 1947, married, 0, none, none, none, none, none, employed, 0, II/IIIa, V/VI, yes, inapplic, labour, fairly s, very int, no, labour, no, member p, member t, not ment, active r, not ment, 
34265955, 48441208, 4, 24, 1968, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, unemploy, 1, V/VI, I, yes, inapplic, green pa, not very, fairly i, can't vo, labour, yes, member p, not ment, not ment, active r, not ment, 
4966095, 48441208, 4, 21, 1971, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, ft studt, 0, V/VI, II/IIIa, no, no, none, not at  a, not at a, no, lib dem, yes, not ment, not ment, member s, not ment, not ment, 
38203843, 39890632, 2, 73, 1919, male, white, inapplic, 1945, married, 0, none, none, none, none, none, retired, 0, VII/IIIb, IV, no, yes, lib dem, fairly s, very int, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
97044163, 39890632, 2, 62, 1930, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 1, II/IIIa, VII/IIIb, yes, inapplic, lib dem, fairly s, very int, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
98273997, 57001242, 1, 66, 1925, female, white, white br, inapplic, widowed, 0, none, none, none, none, none, retired, 1, II/IIIa, II/IIIa, no, yes, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
63013663, 76941069, 1, 84, 1908, male, white, white br, inapplic, widowed, 0, none, none, none, none, none, retired, 0, V/VI, IV, yes, inapplic, labour, fairly s, not very, can't vo, labour, yes, not ment, member t, not ment, not ment, not ment, 
75275456, 28621201, 4, 31, 1960, male, white, white br, inapplic, married, 2, 2, 1, 2, none, 1, self-emp, 0, IV, VII/IIIb, no, no, none, very str, not at a, can't vo, inapplic, yes, not ment, not ment, not ment, not ment, not ment, 
62425714, 28621201, 4, 26, 1965, female, white, white br, inapplic, married, 2, 2, 2, 1, none, 1, maternit, 0, V/VI, V/VI, yes, inapplic, labour, not very, not at a, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
96965364, 87980233, 4, 33, 1959, male, indian, inapplic, 1983, married, 2, 2, 1, 2, none, none, self-emp, 0, IV, II/IIIa, yes, inapplic, conserva, not very, not very, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
98205528, 87980233, 4, 30, 1962, female, banglade, inapplic, 1986, married, 2, 2, 2, 1, none, none, self-emp, 1, IV, I, no, no, none, not at  a, not at a, can't vo, inapplic, yes, not ment, not ment, not ment, not ment, not ment, 
6103709, 57311061, 1, 80, 1912, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, VII/IIIb, I, yes, inapplic, labour, not very, not very, no, labour, yes, not ment, not ment, not ment, active r, not ment, 
53834806, 40421366, 3, 44, 1948, male, white, white sc, inapplic, married, 1, 1, 1, none, none, none, retired, 1, II/IIIa, I, no, yes, lib dem, not very, fairly i, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
39304946, 40421366, 3, 41, 1951, female, white, white sc, inapplic, married, 1, 1, 1, none, none, none, family c, 0, VII/IIIb, I, no, no, none, not at  a, not at a, can't vo, inapplic, yes, not ment, not ment, not ment, not ment, not ment, 
47363764, 33051116, 1, 77, 1914, female, white, white br, 1939, widowed, 0, none, none, none, none, none, retired, 0, I, I, yes, inapplic, conserva, very str, very int, no, conserva, yes, not ment, not ment, not ment, active r, not ment, 
61893673, 15051204, 1, 83, 1909, male, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, retired, 1, II/IIIa, IV, yes, inapplic, conserva, very str, fairly i, no, conserva, no, not ment, not ment, not ment, active r, not ment, 
60194175, 47280013, 1, 60, 1931, male, white, white br, inapplic, divorced, 0, none, none, none, none, none, retired, 0, IV, II/IIIa, yes, inapplic, labour, not very, not very, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
64433638, 34130606, 1, 86, 1905, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, retired, 1, IV, VII/IIIb, yes, inapplic, conserva, not very, not very, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
14354760, 660516, 5, 45, 1947, female, white, inapplic, inapplic, married, 1, 1, 1, none, none, none, employed, 0, II/IIIa, IV, yes, inapplic, conserva, not very, not very, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
47644812, 660516, 5, 43, 1948, male, white, white br, inapplic, married, 1, 1, none, none, none, 1, maternit, 0, VII/IIIb, V/VI, no, no, none, not at  a, not at a, no, conserva, yes, not ment, member t, not ment, not ment, not ment, 
65436129, 660516, 5, 20, 1972, male, white, white br, inapplic, never ma, 0, 1, 1, none, none, none, employed, 0, II/IIIa, II/IIIa, yes, inapplic, conserva, not very, not very, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
14636215, 660516, 5, 18, 1974, male, white, white br, inapplic, never ma, 0, 1, 1, none, none, none, unemploy, 0, V/VI, II/IIIa, no, no, none, not at  a, not at a, no, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
56654188, 90700662, 4, 61, 1931, female, black-ca, inapplic, 1953, married, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, no, no, none, not at  a, not at a, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
92234738, 6281181, 4, 45, 1947, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, V/VI, no, yes, conserva, not very, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, member v, 
7794907, 6281181, 4, 42, 1950, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, no, no, none, not at  a, fairly i, can't vo, conserva, yes, not ment, member t, not ment, not ment, not ment, 
60886104, 6281181, 4, 21, 1971, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, self-emp, 0, VII/IIIb, II/IIIa, no, no, none, not at  a, not very, can't vo, lib dem, yes, not ment, not ment, member s, not ment, not ment, 
7246202, 6281181, 4, 19, 1973, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, II/IIIa, I, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, member p, not ment, not ment, not ment, not ment, 
50484594, 49690250, 4, 48, 1944, male, other et, inapplic, 1967, married, 2, 2, 2, none, none, 1, employed, 1, IV, II/IIIa, no, no, none, not at  a, very int, yes, inapplic, yes, not ment, not ment, member s, not ment, not ment, 
24404951, 49690250, 4, 41, 1951, female, white, white br, inapplic, married, 2, 2, none, 2, 1, none, employed, 0, I, II/IIIa, yes, inapplic, labour, fairly s, fairly i, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
35875604, 62970130, 2, 29, 1963, female, white, white br, inapplic, never ma, 1, 1, 1, none, 1, none, employed, 0, VII/IIIb, II/IIIa, no, no, none, not at  a, not very, no, labour, yes, not ment, not ment, member s, not ment, not ment, 
3784828, 42461101, 2, 43, 1949, female, white, white br, inapplic, living a, 0, none, none, none, none, none, employed, 0, VII/IIIb, V/VI, yes, inapplic, labour, fairly s, fairly i, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
80174860, 42461101, 2, 43, 1949, female, white, inapplic, inapplic, living a, 0, none, none, none, none, none, employed, 0, V/VI, V/VI, no, yes, labour, not very, not very, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
31443734, 7190967, 2, 78, 1913, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 1, V/VI, VII/IIIb, no, no, none, not at  a, not at a, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
3514122, 7190967, 2, 63, 1929, female, white, white br, inapplic, married, 0, none, none, none, none, none, retired, 0, VII/IIIb, V/VI, no, no, none, not at  a, not at a, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
8844507, 61420005, 3, 49, 1942, female, white, inapplic, 1953, never ma, 0, 1, 1, none, none, none, other, 0, I, V/VI, yes, inapplic, conserva, fairly s, fairly i, yes, inapplic, yes, not ment, not ment, not ment, active r, not ment, 
38574795, 61420005, 3, 44, 1948, female, white, inapplic, 1953, never ma, 1, 1, 1, none, none, none, family c, 0, II/IIIa, V/VI, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, not ment, active r, not ment, 
87674871, 70441301, 4, 42, 1949, female, white, white br, inapplic, living a, 2, 2, 2, none, none, 1, ft studt, 0, V/VI, V/VI, no, no, none, very str, not very, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
3985171, 70441301, 4, 37, 1955, male, black-af, white br, inapplic, living a, 2, 2, 2, none, none, 1, self-emp, 0, IV, V/VI, no, yes, conserva, not at  a, fairly i, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
58225210, 10220838, 5, 36, 1956, female, white, inapplic, inapplic, living a, 2, 2, 2, 1, none, 1, family c, 0, IV, VII/IIIb, no, yes, labour, not very, very int, can't vo, labour, yes, not ment, not ment, not ment, not ment, not ment, 
8485541, 10220838, 5, 30, 1962, male, black-ot, inapplic, inapplic, living a, 2, 2, 2, 1, 1, none, unemploy, 0, V/VI, V/VI, no, no, none, not at  a, not at a, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
99036284, 10220838, 5, 17, 1975, male, other et, inapplic, inapplic, never ma, 0, 2, 2, 1, none, 1, unemploy, 0, I, V/VI, no, no, none, not at  a, not at a, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
4003998, 3471124, 2, 67, 1925, male, white, white br, inapplic, married, 0, none, none, none, none, none, retired, 0, II/IIIa, V/VI, yes, inapplic, conserva, fairly s, not very, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
29114035, 3471124, 2, 65, 1926, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, II/IIIa, V/VI, yes, inapplic, conserva, not very, fairly i, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
2084031, 38470004, 1, 65, 1926, female, white, inapplic, inapplic, living a, 0, none, none, none, none, none, employed, 0, V/VI, I, no, no, none, very str, fairly i, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
22784257, 44360937, 2, 57, 1934, female, white, white br, inapplic, widowed, 0, none, none, none, none, none, employed, 0, II/IIIa, IV, yes, inapplic, conserva, fairly s, fairly i, no, conserva, no, not ment, member t, not ment, not ment, not ment, 
47226065, 44360937, 2, 22, 1970, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, yes, inapplic, conserva, not very, not at a, can't vo, conserva, yes, not ment, not ment, member s, not ment, not ment, 
33073808, 31551153, 2, 74, 1917, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, V/VI, II/IIIa, no, yes, labour, not very, not very, no, labour, yes, not ment, not ment, not ment, active r, not ment, 
42433836, 31551153, 2, 73, 1919, female, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 0, V/VI, I, yes, inapplic, labour, not very, not very, can't vo, labour, yes, not ment, not ment, not ment, active r, not ment, 
77614797, 83350288, 4, 44, 1948, female, white, inapplic, inapplic, married, 2, 2, 2, none, none, none, family c, 0, VII/IIIb, V/VI, no, no, none, not at  a, not at a, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
44914850, 83350288, 4, 43, 1949, male, white, white br, inapplic, married, 2, 2, 2, none, none, none, unemploy, 0, V/VI, II/IIIa, no, yes, conserva, not very, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
67204448, 52830143, 6, 52, 1940, male, indian, asian/br, 1973, married, 0, 1, 1, 1, none, none, employed, 0, II/IIIa, I, no, no, none, not at  a, fairly i, can't vo, labour, yes, not ment, not ment, not ment, not ment, not ment, 
27884487, 52830143, 6, 51, 1941, female, indian, asian/br, 1973, married, 0, 1, 1, 1, none, none, family c, 1, V/VI, IV, yes, inapplic, labour, not very, not very, no, labour, yes, not ment, not ment, not ment, not ment, not ment, 
30465720, 52830143, 6, 27, 1965, male, indian, other as, 1973, married, 1, 1, 1, 1, none, none, employed, 1, I, II/IIIa, no, yes, labour, not very, fairly i, can't vo, labour, yes, not ment, not ment, not ment, not ment, not ment, 
54365745, 52830143, 6, 27, 1965, female, indian, asian/br, 1975, married, 1, 1, 1, 1, none, none, family c, 0, II/IIIa, IV, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
85825897, 52830143, 6, 24, 1968, male, indian, asian/br, 1973, never ma, 0, 1, 1, 1, none, none, employed, 1, I, VII/IIIb, yes, inapplic, lib dem, fairly s, very int, no, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
96103939, 36660380, 1, 69, 1923, female, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, retired, 0, V/VI, II/IIIa, yes, inapplic, lib dem, not very, not very, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
61214530, 62930524, 4, 50, 1942, male, white, inapplic, inapplic, married, 2, 2, 2, none, none, 1, self-emp, 1, II/IIIa, II/IIIa, yes, inapplic, conserva, fairly s, fairly i, can't vo, conserva, no, not ment, not ment, not ment, not ment, not ment, 
48545278, 62930524, 4, 35, 1957, female, white, white br, 1966, married, 2, 2, 2, none, 1, none, family c, 1, V/VI, II/IIIa, yes, inapplic, conserva, fairly s, fairly i, can't vo, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
85454473, 49190871, 3, 51, 1941, male, white, white br, inapplic, married, 0, none, none, none, none, none, unemploy, 0, VII/IIIb, II/IIIa, no, yes, conserva, not very, not very, can't vo, conserva, yes, not ment, not ment, member s, not ment, not ment, 
87804521, 49190871, 3, 50, 1942, female, white, other wh, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, yes, inapplic, conserva, not at  a, fairly i, can't vo, conserva, yes, not ment, member t, not ment, not ment, not ment, 
52635987, 49190871, 3, 23, 1969, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, VII/IIIb, VII/IIIb, yes, inapplic, labour, fairly s, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
90485873, 23401340, 2, 24, 1967, female, white, inapplic, inapplic, never ma, 1, 1, 1, 1, none, none, family c, 0, II/IIIa, V/VI, no, no, none, not at  a, not at a, can't vo, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
55675243, 15810357, 1, 35, 1957, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, self-emp, 1, II/IIIa, I, no, no, none, not at  a, not very, can't vo, lib dem, yes, not ment, not ment, not ment, not ment, not ment, 
88214424, 77780446, 11, 53, 1939, male, banglade, asian/br, 1965, married, 8, 8, 8, 2, 1, 3, lt sick, 0, VII/IIIb, IV, no, no, none, not at  a, not at a, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
83484992, 77780446, 11, 40, 1952, female, banglade, white br, inapplic, married, 8, 8, 8, 2, 1, 3, family c, 0, II/IIIa, VII/IIIb, proxy re, proxy re, none, not at  a, very int, can't vo, labour, yes, not ment, not ment, not ment, not ment, not ment, 
9986287, 77780446, 11, 17, 1975, female, banglade, inapplic, 1981, never ma, 0, 8, 8, 3, 1, 2, ft studt, 0, VII/IIIb, V/VI, no, yes, labour, not very, not at a, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
36183694, 98960645, 1, 81, 1911, male, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, retired, 0, V/VI, VII/IIIb, yes, inapplic, labour, fairly s, fairly i, no, labour, yes, member p, not ment, not ment, not ment, member v, 
33325627, 63711239, 1, 28, 1963, male, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 1, V/VI, V/VI, no, yes, labour, fairly s, fairly i, can't vo, labour, yes, not ment, not ment, member s, not ment, not ment, 
77634044, 11561003, 1, 66, 1926, female, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, family c, 1, VII/IIIb, IV, no, yes, lib dem, not very, not at a, no, conserva, yes, not ment, not ment, not ment, not ment, not ment, 
98793635, 73410920, 4, 88, 1904, female, white, inapplic, 1986, never ma, 0, none, none, none, none, none, retired, 0, V/VI, V/VI, yes, inapplic, conserva, very str, very int, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
9284244, 73410920, 4, 58, 1933, male, other et, mix w &, 1977, married, 0, none, none, none, none, none, self-emp, 0, IV, II/IIIa, no, yes, lib dem, not very, not very, no, labour, yes, not ment, not ment, member s, not ment, not ment, 
65494489, 73410920, 4, 51, 1941, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, II/IIIa, II/IIIa, no, yes, labour, fairly s, fairly i, no, labour, yes, not ment, not ment, not ment, active r, not ment, 
6675988, 73410920, 4, 23, 1969, male, other et, white sc, 1977, never ma, 0, none, none, none, none, none, employed, 1, VII/IIIb, II/IIIa, no, yes, conserva, not very, very int, can't vo, lib dem, yes, not ment, not ment, not ment, active r, not ment, 
32125698, 55521290, 2, 28, 1964, male, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, yes, inapplic, conserva, not very, very int, can't vo, conserva, yes, not ment, not ment, member s, active r, not ment, 
52365729, 55521290, 2, 27, 1965, female, white, white we, inapplic, married, 0, none, none, none, none, none, employed, 1, II/IIIa, II/IIIa, yes, inapplic, conserva, fairly s, fairly i, no, conserva, yes, not ment, not ment, not ment, active r, not ment, 
38944855, 74650157, 4, 42, 1949, female, white, inapplic, inapplic, married, 1, 1, 1, none, none, none, employed, 0, V/VI, VII/IIIb, no, no, none, not very, very int, can't vo, conserva, yes, not ment, member t, not ment, not ment, not ment, 
88744925, 74650157, 4, 40, 1951, female, white, inapplic, inapplic, married, 1, 1, 1, none, none, none, employed, 0, VII/IIIb, VII/IIIb, no, yes, conserva, fairly s, very int, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
78676246, 74650157, 4, 17, 1974, female, white, inapplic, inapplic, never ma, 0, 1, 1, none, none, none, employed, 0, VII/IIIb, V/VI, no, no, none, not at  a, not at a, no, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
45176012, 90770874, 2, 22, 1969, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, employed, 0, VII/IIIb, II/IIIa, no, no, none, not at  a, not very, no, conserva, no, not ment, not ment, not ment, not ment, not ment, 
16596034, 90770874, 2, 22, 1970, female, white, white br, inapplic, never ma, 0, none, none, none, none, none, employed, 0, II/IIIa, I, no, no, none, not at  a, not very, can't vo, lib dem, no, not ment, not ment, not ment, not ment, not ment, 
31253936, 85360784, 2, 68, 1923, female, white, inapplic, inapplic, widowed, 0, none, none, none, none, none, family c, 0, VII/IIIb, V/VI, yes, inapplic, labour, fairly s, not very, can't vo, labour, no, not ment, member t, not ment, not ment, not ment, 
64785898, 85360784, 2, 24, 1968, male, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, maternit, 1, I, II/IIIa, no, no, none, not at  a, fairly i, yes, inapplic, yes, not ment, not ment, not ment, active r, not ment, 
63583898, 1591289, 2, 70, 1921, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, retired, 1, I, II/IIIa, yes, inapplic, conserva, very str, fairly i, no, conserva, yes, member p, not ment, not ment, not ment, not ment, 
58704003, 1591289, 2, 67, 1925, female, white, white br, inapplic, married, 0, none, none, none, none, none, retired, 0, II/IIIa, V/VI, yes, inapplic, conserva, very str, very int, can't vo, conserva, yes, member p, not ment, not ment, not ment, not ment, 
81434172, 77010214, 2, 60, 1931, female, white, inapplic, 1953, married, 0, none, none, none, none, none, family c, 0, VII/IIIb, IV, no, no, none, not at  a, not at a, no, labour, no, not ment, not ment, not ment, not ment, not ment, 
86584245, 77010214, 2, 58, 1933, male, white, inapplic, inapplic, married, 0, none, none, none, none, none, unemploy, 0, I, V/VI, yes, inapplic, labour, fairly s, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
15255781, 9450107, 3, 26, 1966, female, black-ca, inapplic, inapplic, never ma, 2, 2, none, 2, 1, none, family c, 0, V/VI, I, no, no, none, not at  a, not at a, yes, inapplic, no, not ment, not ment, not ment, not ment, not ment, 
68514515, 56311103, 3, 50, 1942, female, white, white br, inapplic, married, 0, none, none, none, none, none, employed, 0, V/VI, V/VI, yes, inapplic, labour, not very, not very, can't vo, labour, yes, not ment, member t, not ment, not ment, not ment, 
85046194, 56311103, 3, 19, 1973, female, white, inapplic, inapplic, never ma, 0, none, none, none, none, none, employed, 0, V/VI, V/VI, no, no, none, not at  a, not at a, yes, inapplic, no, not ment, not ment, member s, not ment, not ment, 
9234675, 43411309, 2, 46, 1946, female, white, white we, inapplic, married, 0, none, none, none, none, none, family c, 0, VII/IIIb, VII/IIIb, yes, inapplic, labour, fairly s, fairly i, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
6275017, 43411309, 2, 40, 1952, male, white, white sc, inapplic, married, 0, none, none, none, none, none, lt sick, 0, VII/IIIb, I, no, no, none, not at  a, very int, no, labour, yes, member p, not ment, not ment, not ment, not ment, 
88605375, 55580753, 2, 33, 1959, male, black-ot, inapplic, inapplic, never ma, 1, 1, 1, none, none, none, self-emp, 0, VII/IIIb, V/VI, yes, inapplic, labour, not very, not at a, can't vo, labour, no, not ment, not ment, not ment, not ment, not ment, 
